ID,Title,Brand,Category,Description,Specifications
ZuUKzmkqDyQwdcwhxxfuOS,"","AudioQuest","Accessories/RCA Cables","No description available",""
ZuUKzmkqDyQwdcwhxxfwju,"","AudioQuest","Accessories/RCA Cables","No description available",""
ZuUKzmkqDyQwdcwhxxfx04,"","AudioQuest","Accessories/RCA Cables","No description available",""
ZuUKzmkqDyQwdcwhxxfy5P,"","AudioQuest","Accessories/RCA Cables","No description available",""
ZuUKzmkqDyQwdcwhxxfzYz,"","AudioQuest","Accessories/RCA Cables","No description available",""
ZuUKzmkqDyQwdcwhxxg3jZ,"","AudioQuest","Accessories/USB Cables","No description available",""
ZuUKzmkqDyQwdcwhxxgHdV,"","Meze Audio","Accessories/Headphone Cables","No description available","99 Classics: ; 99 Neo: ; 109 Pro: ; Liric: "
ZuUKzmkqDyQwdcwhxxgKaf,"","Meze Audio","Accessories/Headphone Cables","No description available",""
ZuUKzmkqDyQwdcwhxxgLtT,"","Meze Audio","Accessories/Headphone Cables","No description available",""
ZuUKzmkqDyQwdcwhxxgOnw,"","Meze Audio","Accessories/Headphone Cables","No description available",""
ZuUKzmkqDyQwdcwhxxgQd4,"","Meze Audio","Accessories/Headphone Cables","No description available",""
ZuUKzmkqDyQwdcwhxxgTaE,"","AudioQuest","Accessories/Ethernet Cables","No description available",""
ZuUKzmkqDyQwdcwhxxgUXU,"","AudioQuest","Accessories/Ethernet Cables","No description available",""
ZuUKzmkqDyQwdcwhxxgUt2,"","AudioQuest","Accessories/Ethernet Cables","No description available",""
ZuUKzmkqDyQwdcwhxxgVqI,"","AudioQuest","Accessories/Ethernet Cables","No description available",""
ZuUKzmkqDyQwdcwhxxgchs,"","AudioQuest","Accessories/Power Management","No description available","Female: 3; Male: 1"
ZuUKzmkqDyQwdcwhxxgrAp,"","iFi Audio","Accessories/Power Management","No description available","3.5x1.35mm: ; 4.0x1.7mm: ; 4.8x1.7mm: ; 5.5x2.1mm: ; 5.5x2.5mm &mdash; Reverse Polarity Plug (White): "
ZuUKzmkqDyQwdcwhxxgteM,"","McIntosh","Accessories/Power Management","No description available","Type B receptacles: 120V AC nominal; Type F receptacles: 240V AC nominal; 120V, 50/60Hz: ; 12 amps (max): ; 1440 watts (max): ; 240V, 50Hz: ; 6 amps (max): ; 1440 watts (max): ; AC power line: 3 thermally protected metal-oxide varistors; Secondary surges: GDTs, PTC thermistors, TVS components; With Type B receptacles: 8; With Type F receptacles: 4; With Type B receptacles: 2; With Type F receptacles: 1; With Type B receptacles: 3 pairs; With Type F receptacles: 3"
dLGDVDmEEI2lV8CArALYRY,"","Marantz","Personal Audio/Digital Audio Players","No description available","Network audio streaming: Yes; Spotify Connect / Tidal / Deezer / others: Yes / Yes / Yes / Yes; Amazon Prime Music / Pandora: Yes / Yes; AirPlay 2: Yes; Roon Tested: Yes; Internet Radio: TuneIn; HEOS Multiroom and Streaming: Yes; Voice Control - Works with Amazon Alexa: Yes; CD Compatibility: CD / CD-R/RW / SA-CD / WMA / MP3 / AAC: Yes / Yes / - / Yes / Yes / -; CD-Text / SA-CD Text / ID3 Tag / WMA Meta Tag / AAC Meta data: - / - / Yes / Yes / -; USB input for memory stick: Yes; DAC Master Clock Design: Yes; DAC operation mode: USB-B / Coax / Optical: Yes / Yes / Yes; Asynchronous mode rear USB-B: Yes; Bit-perfect transmission: Yes; USB-B DSD Audio Streaming (DoP): DSD2.8 / DSD5.6 / DSD11.2: Yes / Yes / Yes; Signal isolator for DAC Mode operation: Yes; HDAM version: HDAM + HDAM SA2; Power Transformer: Toroidal; High-Grade Audio Components: Yes; Customized Components: Yes; Symmetric circuit layout: Yes; Extra metal plate for chassis strengthening: Yes (double layer, 1mm x 2); Digital out off / Audio EX Mode: Yes / -; Headphone Current feedback: Yes (HDAM SA2); Wi-Fi / Wired LAN: 2.4 GHz, 5 GHz / Yes; Wi-Fi on / off mode: Yes; Bluetooth on / off mode: Yes; DSD Audio Streaming: ; Up to DSD11.2: ; Up to PCM384 kHz (Update): ; Lossy formats (MP3 / WMA / AAC): Yes / Yes / Yes; Lossless formats (DSD / FLAC HD 192/24 / ALAC 96/24 / WAV 192/24): Yes / Yes / Yes / Yes; Gapless Playback: Yes (FLAC, WAV, DSD); Remote APP (iDevice / Android): Yes / Yes; App control AMP/CD via Network Player: Yes; Selectable filter (CD / SA-CD / DAC-Mode): Yes / - / Yes (PCM Only); Separated rectifier circuit for analogue and digital circuitry: Yes; Display: Dimmer / Off: Yes / Yes; Display: 3 line OLED; Program Play (CD / SA-CD): 25 / -; Repeat: Yes; Random Play: Yes; Analogue Out (RCA): 1; Variable Out (RCA): 1; HDMI: ARC input for TV: Yes; Digital Optical In / Out: 1 / 1; Digital Coaxial In / Out: 1 / 1; Max Sample Rate: S/PDIF Input: 192 kHz / 24-bit; Gold plated Cinch: Yes; USB Audio: Rear; USB type B input for PC (rear): Yes; Sample Rate USB type B In: Up to DSD11.2 and PCM 384 kHz; D-Bus: Yes; Headphone Out: Yes; Headphone Volume Control: Yes; Bluetooth / Bluetooth HP transmission: Yes / Yes (Update); Ethernet port: Yes; IP control: Yes; Flasher input: Yes; RS232: Yes; Low Pass Filter stage: HDAM; Output Buffer: HDAM SA2; Headphone amp: HDAM SA2; Frequency Response: 2 Hz&ndash;20 kHz; Dynamic Range: 100 dB; Signal to Noise Ratio: 112 dB; Total Harmonic Distortion: 0.000016; Channel Separation: 105 dB&nbsp;; Available colors: Black / Silver-Gold: Yes / Yes; Metal Front Panel: Yes; Remote Control: RC003PMND; Power Consumption in W: 35; Standby Consumption in W: 0.3; Auto power off: Yes; Detachable Power Cable: Yes; Maximum Dimensions (W x D x H): 17.40"" x 16.69"" x 5.11""; Weight: 22.70 lbs"
dLGDVDmEEI2lV8CArATLwK,"","JBL","Personal Audio/Digital Audio Players","No description available","Type: Digital Media Player / Streamer; Supported Hi-res media: FLAC, WAV (LPCM), MQA, AAC, ALAC, AIFF, DSD (128); Supported Hi-res Bit depth: 16, 24; Supported Hi-res sample rates (kHz): 44.1, 48, 88.2, 96, 176.4, 192; Supported media: MP3, MP4, OGG, WMA; Supported Bit depth: 16; Supported sample rates (kHz): 32, 44.1, 48; Gapless Playback: Yes; Digital Outputs: 1x Coaxial (RCA), 1x Optical (Toslink); Analog Inputs: 1x Stereo (RCA) pair; Frequency Response: 20Hz - 20kHz ±0.05dB; Finish: Silver with Walnut wood veneer; Power Consumption: 12W; Power Supply: AV 100-240V, 50/60 Hz; Dimensions (W x H x D): 17.7” x 1.9” x 11.1”; Product Weight: 11.0 lbs"
dLGDVDmEEI2lV8CArAWFhc,"","TEAC","Personal Audio/Digital Audio Players","No description available","PCM (16/24/32-bit): 44.1/48/88.2/96/176.4/192/352.8/384/705.6/768kHz; DSD: 2.8/5.6/11.2/22.5MHz; PCM (16/24/32-bit): 32/44.1/48/88.2/96/176.4/192/352.8/384kHz; DSD: 2.8/5.6MHz; PCM (16/24-bit): 32/44.1/48/88.2/96/176.4/192kHz; DSD: 2.8MHz (supported with 176.4kHz/24-bit DoP transmission); PCM (16/24-bit): 32/44.1/48/88.2/96/176.4/192kHz; DSD: 2.8MHz (supported with 176.4kHz/24-bit DoP transmission); USB DAC: 2 ES9038Q2M D/A converters made by ESS Technology, Inc.; Upconversion (maximum): 384kHz/32-bit PCM or 24.5MHz DSD; PCM filters: Linear phase fast roll-off, linear phase slow roll-off, minimum phase fast roll-off, minimum phase slow roll-off, apodizing fast roll-off, hybrid fast roll-off, brick wall, off; Connector: RJ-45 x1 (1000Base-T); MQA Decoder: Built-in; Compatible software: TEAC HR Audio Player; Input level: 0.5Vp-p; Input impedance: 75&Omega;; Input level: -24.0 to -14.5dBm peak; Input level: 0.5Vp-p; Input impedance: 75&Omega; (1/8"" Mini - RCA conversion cable included.); Input level: -24.0 to -14.5dBm peak; Supported media: USB Flash drive; Bluetooth version: v4.2; Output class: Class 2 (Range: approx. 33ft/10m); Supported profiles: A2DP, AVRCP; Content protection: SCMS-T; Supported codec: LDACTM, Qualcomm&reg; aptXTM HD, aptXTM, AAC, SBC; No. of paired device: maximum 8 devices; Output level: Fixed (0dB), Fixed (+6dB), variable, output off (selectable); 2.0Vrms (1kHz, full scale, into 10k&Omega;, when set to fixed (0dB)): ; 4.0Vrms (1kHz, full scale, into 10k&Omega;, when set to fixed (+6dB)): ; 12.0Vrms (1kHz, full scale, into 10k&Omega;, when set to variable): ; Output level: Fixed (0dB), Fixed (+6dB), variable, output off (selectable); 2.0Vrms (1kHz, full scale, into 10k&Omega;, when set to fixed (0dB)): ; 4.0Vrms (1kHz, full scale, into 10k&Omega;, when set to fixed (+6dB)): ; 6.0Vrms (1kHz, full scale, into 10k&Omega;, when set to variable): ; Polarity: Tip: L+, Ring1: R+, Ring3: L-, Sleeve: RMaximum output 500mW + 500mW (into 32&Omega;); Type: Crystal oscillator; Number of clocks: 2 (44.1kHz and 48kHz); Connector: BNC (gold-plated); Input frequency: 10MHz; Input impedance: 50&Omega;; Rectangle wave: equivalent to TTL levels; Sine wave: 0.5 to 1.0 Vrms; Frequency response: 5 &ndash; 80,000 Hz (+1/&ndash;5 dB, 192kHz PCM input, RCA output, Digital Filter on); Total harmonic distortion: 0.0015% or less (192kHz PCM input, RCA output, Digital Filter on); S/N ratio: 110dB or higher (192kHz PCM input, RCA output, digital filter off); Windows10: ; Windows 8.1 (32/64-bit editions): ; Windows 8 (32/64-bit editions): ; Windows 7 (32/64-bit editions): ; Big Sur (macOS 11.0): ; Catalina (macOS 10.15): ; Mojave (macOS 10.14): ; High Sierra (macOS 10.13): ; Sierra (macOS 10.12): ; El Capitan (OS X 10.11): ; Yosemite (OS X 10.10): ; Power Supply: ; AC 120V 60Hz (US/Canada): ; AC 220 to 240V 50Hz/60Hz (UK/Europe): ; Power consumption: 20 W (0.4 W in standby); Dimensions (W x H x D, Including protrusions): 11.4"" x 3.3"" &times; 9.8""; Weight: 9.3 lbs"
dLGDVDmEEI2lV8CArAWG7w,"","TEAC","Personal Audio/Digital Audio Players","No description available","Connectors: XLR 1 pair (L/R), RCA 1 pair (L/R); Output impedance: XLR: 188 &Omega;, RCA: 150 &Omega;; FIXED 0: dB XLR/RCA: 2.0 Vrms; FIXED +6: dB XLR/RCA: 4.0 Vrms; VARIABLE XLR: 12 Vrms, RCA: 6 Vrms; Connector: 6.3mm Stereo jack (x1), 4-pin XLR jack (x1); Unbalanced 500mW + 500mW (32&Omega; loaded, THD 0.1%): ; Balanced 700mW + 700mW (32&Omega; loaded): ; COAXIAL digital: RCA jack (1); OPTICAL digital: Rectangular connectors (2); Maximum current supply 0.5 A: ; Formats FAT32, exFAT, NTFS: ; Maximum current supply 0.5 A: ; PCM 16/24/32bit: 44.1/48/88.2/96/176.4/192/352.8/384kHz (32/44.1/48/88.2/96/176.4/192/352.8 /384kHz for a USB drive); DSD: 2.8/5.6/11.2/22.5MHz; PCM (16/24bit): 32/44.1/48/88.2/96/176.4/192kHz; DSD: 2.8MHz; PCM (16/24bit): 32/44.1/48/88.2/96/176.4/192kHz; DSD: 2.8MHz (Supported with 176.4kHz/24-bit DoP format); PCM (16/24/32bit): 32/44.1/48/88.2/96/176.4/192/352.8 /384kHz; DSD: 2.8/5.6/11.2/22.5MHz; Bluetooth version: 4.0; Output class: Class 2 (About 10m unobstructed transmission range); Supported profiles: A2DP, AVRCP; Supported A2DP codecs: LDAC, LHDC, AAC, SBC, Qualcomm&reg; aptX&trade; audio/HD audio; A2DP content protection: SCMS-T; Number of saved pairings: 8 maximum; Connector: BNC (x1); Input frequency: 10MHz; Input impedance: 50&Omega;; Rectangle wave: equivalent to TTL levels; Sine wave: 0.5 to 1.0 Vrms; Trigger input (12V TRIGGER IN): 1 (3.5mm mono mini jack); Input level: 12 V, 1 mA; Trigger output (12V TRIGGER THRU): 1 (3.5mm mono mini jack); AC120V 50Hz/60Hz (US/Canada): ; AC230V, 50Hz/60Hz (UK/Europe): "
dLGDVDmEEI2lV8CArAWGqq,"","TEAC","Personal Audio/Digital Audio Players","No description available","Tracking system: 4-track, 2-channel Stereo; REC/PLAY head: one each for TAPE1 and TAPE2; ERASE head: one each for TAPE1 and TAPE2; Chrome tape (Type II): 30 to 15k Hz(±4dB); Normal tape (Type I): 30 to 13k Hz(±4dB); Analog audio input connectors: RCA × 1 pair; Nominal input level: 0.28V; Input impedance: 33k ohms; Mic input connector: Standard 6.3mm (1/4"") stereo jack; Nominal input level: 0.38mV; Input impedance: 3k ohms or more; Analogue audio output Connector: RCA × 1 pair; Nominal output level: 0.46V; Output impedance: 1k ohms; Headphone output connector: Standard 6.3mm (1/4"") stereo jack; Output power: 15mW (at 32 ohms loaded); USB digital output connector: USB Type-B; Protocol: USB2.0 FULL SPEED; Sampling frequency: 8k / 11.025k / 16k / 22.05k / 32k / 44.1k / 48k Hz; Bit-depth: 8 / 16bit; US / Canada: AC 120V, 60Hz; UK / Europe: AC 230V 50Hz"
dLGDVDmEEI2lV8CArAXA4K,"","Alpine","Personal Audio/Bluetooth Receivers and Transmitters","No description available","Output: Speaker outputs; Speaker impedance: 4 &Omega; &ndash; 8 &Omega;; Maximum power output: 50 W &times; 4 (at 4 &Omega;); Tuning range: 87.7 MHz &ndash; 107.9 MHz; Antenna (aerial) terminal: External antenna (aerial) connector; Intermediate frequency: FM CCIR: -1,956.5 kHz to -487.3 kHz and +500.0 kHz to +2,095.4 kHz; Usable sensitivity: 8 dBf; Selectivity: 75 dB at 400 kHz; Signal-to-noise ratio: 73 dB; Separation: 50 dB at 1 kHz; Frequency response: 20 Hz &ndash; 15,000 Hz; Tuning range: 530 kHz &ndash; 1,710 kHz; Antenna (aerial) terminal: External antenna (aerial) connector; Sensitivity: 26 &mu;V; Interface: USB (Full-speed); Maximum current: CDE-175BT/ CDE-172BT/ UTE-73BT: 1 A; The maximum number of recognizable tracks:: ; Folders (albums): 256; Files (tracks) per folder: 256; Compatible Android Open Accessory protocol (AOA): 2.0; Bit rate: 8 kbps &ndash; 320 kbps (Supports VBR (Variable Bit Rate)); Sampling rate: 16 kHz &ndash; 48 kHz; Bit rate: 32 kbps &ndash; 192 kbps (Supports VBR (Variable Bit Rate)); Sampling rate: 32 kHz, 44.1 kHz, 48 kHz; FLAC (.flac): ; Bit depth: 16 bit, 24 bit; Sampling rate: 44.1 kHz, 48 kHz; Bit rate: 8 kbps &ndash; 320 kbps; Sampling rate: 11.025 kHz &ndash; 48 kHz; Communication System: BLUETOOTH Standard version 3.0; Output: BLUETOOTH Standard Power Class 2 (Conducted MAX +1 dBm); Maximum communication range: Line of sight approx. 10 m (33 ft); Frequency band: 2.4 GHz band (2.4000 GHz &ndash; 2.4835 GHz); Modulation method: FHSS; A2DP (Advanced Audio Distribution Profile) 1.3: ; AVRCP (Audio Video Remote Control Profile) 1.3: ; HFP (Handsfree Profile) 1.6: ; PBAP (Phone Book Access Profile): ; SPP (Serial Port Profile): ; Corresponding codec: SBC (.sbc), AAC (.m4a)"
dLGDVDmEEI2lV8CArAXBoi,"","iFi Audio","Personal Audio/Bluetooth Receivers and Transmitters","No description available","Bluetooth: Qualcomm QCC518x Series; DSP: CT5302; DAC: ES9023; Amp: MAX97220; TX Mode: ; USB: ; Optical: ; Coaxial: ; RCA L/R (Analogue): ; USB: ; Optical: ; Coaxial: ; RCA L/R (Analogue): ; Optical: ; Coaxial: ; RCA L/R: ; Balanced 4.4mm: ; Bluetooth 5.4 (aptX Lossless, aptX Adaptive, aptX, LDAC, LHDC/HWA, AAC, SBC): ; Optical: ; Coaxial: ; RCA L/R: ; Balanced 4.4mm: ; RX Mode: 96kHz/24Bit; TX Mode: 96kHz/24Bit; DAC Mode: 96kHz/24Bit (USB), 192kHz/24Bit (Optical/Coaxial); Balanced 4.4mm: 4.1Vrms (0dBFS@1kHz); Single-Ended RCA: 2.05Vrms (0dBFS@1kHz); Balanced 4.4mm: &le;102&Omega;; Single-Ended RCA: &le;51&Omega;; SNR: 109dB; DNR: 109dB (0dBFS @ 1kHz) +A; THD+N: &lt; 0.005% (10K Load)@(20-20kHz); Power Supply Requirement: USB-C or DC 5V/&ge;0.5A (centre +ve); Power Consumption: &lt;1W; Dimensions: 6.2"" x 4.5"" x 1.4""; Net Weight: 0.99 lbs."
dLGDVDmEEI2lV8CArAXCwO,"","Integra","Personal Audio/Bluetooth Receivers and Transmitters","No description available","11 Channel Amplifier: ; 150W/ch (8ohms, 20Hz~20kHz, 0.08% THD, 2ch driven, FTC): ; All new Integra symmetric class A/B amplifer design: ; All new Integra engineered chassis and audio signal path for optimum noise reduction and signal clarity: ; Two precision 32-bit ESS ES9026PRO Hyperstream&reg; audiophile DACs: ; Advanced Web App for setup, backup and recall of all avr settings; Default password can be changed by dealer: ; Wireless room calibration using Dirac PC/Mac app and optional USB mic (UMIK-1 recommended): ; Quad core network processor for ultimate IP responsiveness and stability: ; Assignable amps for Zone 2, Zone 3, and passive subwoofers: ; Compatible with OVRC Pro, Domotz, Luxul Pro Watch, VPN, and other monitoring platforms: ; Onboard diagnostics tool kit, including test patterns and EDID/HDCP adjustment, virtual remote; all available via web app: ; Integra&rsquo;s most robust API ever, with discrete commands for virtually any AVR function: ; Custom control drivers based on Integrator feedback. Developed and maintained by Integra&rsquo;s software team in Osaka, Japan: ; Dirac Live Premium License INCLUDED (20Hz &ndash; 20kHz) &ndash; no upgrade required; enables quick out of box setup: ; Setup via Dirac PC/MAC app &amp; optional USB mic (Advanced), OR free Integra mobile app &amp; included wired mic (Basic): ; Dirac Live Bass Control ready (single or multi) as an optional user upgrade: ; 11.4 channel processing for up to 7.2.4 configurations: ; 2 INDEPENDENT subwoofer channels plus 2 parallel outputs for connectivity convenience: ; Dolby Atmos&reg;, DTS:X&reg;, Auro-3D FW update June &lsquo;23, IMAX Enhanced, Dolby Atmos Music and other major formats: ; Roon Ready (RAAT network interface code preinstalled in the device) (FW update June): ; Chromecast built-in, Airplay 2 (defeatable in AVR setup for smoother client UX): ; Spotify, Amazon Music HD, Tidal, Deezer, Pandora, TuneIn: ; Works with Sonos Certified: ; AptX HD Bluetooth transmitter for personal listening: ; 11.4 channel RCA preouts: ; XLR preouts for L/C/R/SW1/SW2: ; Stereo XLR input: ; Newly designed HDMI 2.1 signal paths with (6) 40Gbps inputs capable of 8K/60 and 4K/120: ; Total of 7 HDMI Inputs/3 Outputs &amp; eARC: "
dLGDVDmEEI2lV8CArAXHKu,"","Marantz","Personal Audio/Bluetooth Receivers and Transmitters","No description available","Number of Powered Channels: 9; Power Output (8 ohm, 20 Hz - 20 kHz, 0.05% 2ch Drive): 125 W; Power Output (6 ohm, 1 kHz, 0.7% 2ch Drive): 165 W; Power Output (6 ohm, 1 kHz, 10% 1ch Drive): 235 W; 70% Guarantee: Yes; Discrete Power Amplifier: Yes; Amplifier Topology: Class A/B; Current Feedback Topology: Yes; Bi-Amp Drive: Assignable; DTS: DTS HD Master, DTS:X, DTS Neural:X, DTS Virtual:X; Dolby: Dolby TrueHD, Dolby Atmos, Dolby Atmos Height Virtualization, Dolby Atmos Music, Dolby Surround; Other: IMAX Enhanced, Auro-3D, 360 Reality Audio, MPEG H, Audyssey DSX, Multichannel Stereo2; Max Number of Processing (Preamp) Channels: 11.4; Composite In / Out: 2 / 0; Component In / Out: 1 / 0; HDMI In / Out: 7 / 3; Multi-Room Video Out via HDMI: Yes; Analog In / Fixed Level Out: 5 in / 0 out; Phono (MM) In: Yes; Digital In: Optical / Coaxial: 2 / 2; Multi-Room Out: analog / digital: 2 / 0; Multichannel Preamp Out: 11.4; Subwoofer Out: 4 (independent); 7.1 multichannel input: No; Number of Speaker Terminals: 11; Speaker A / B: Assignable; Multi-Room Speaker Terminal: Assignable; Front Inputs: USB-A; USB Audio / Made for iPod / Made for iPhone: Yes / No / No; AM/FM Tuner: Yes; Total HDMI Inputs / No. Support 8K: 7 / 7; HDCP2.3 support: Yes; HDMI Outputs: Main / Zone: 2 / 1; Analog to HDMI Video Conversion: Yes; HDMI Upscaling: 1080P/4K to 8K; Max resolution @ framerate: 8K @ 60Hz, 4K @ 120Hz; Audio Return Channel: ARC, eARC; Video Dynamic Range: HDR / HLG / Dolby Vision / HDR10+ / Dynamic HDR; ALLM (Auto Low Latency Mode) Pass-through for gaming: Yes; Variable Refresh Rate / Quick Frame Transport: Yes / Yes; HDMI Pass-Through in Standby Mode: Yes; CEC: Yes; DSD Audio over HDMI: Yes; Auto LipSync: Yes; Copper Plated Chassis: No; Toroidal Power Supply Transformer: No; Hyper Dynamic Amplifier Modules (HDAM) (List version): Yes; Pure Direct Mode: Yes; Gold Plated RCA Terminals: Yes; Clock Jitter Reducer: Yes; Audyssey: MultEQ XT32; Audyssey Dynamic EQ / Dynamic Volume: Yes / Yes; Audyssey LFC: Yes / Yes; Dirac Live Upgradability: Yes; Variable Cross Over: Yes; Optimized Bass Redirection: Yes; Bass Sync: Yes; Lossy Formats: MP3 / WMA / AAC; Lossless formats: FLAC HD 192/24 / WAV 192/24 / ALAC 192/24; DSD Audio: 2.8MHz / 5.6MHz; Gapless Playback: FLAC, WAV ,ALAC ,DSD; Compressed Audio Enhancer (MDAX2): Yes; Network Audio Sharing: Yes; HEOS Multi-room and Streaming: Yes; AirPlay Audio Streaming: Airplay 2; Internet Radio: TuneIn; Spotify: Spotify Connect; Pandora: Yes; SiriusXM: Yes; Other Streaming Services: Amazon Music HD / Amazon Music / TIDAL / Deezer / iHeart Radio / Napster / SoundCloud / Mood Mix; Roon tested: Yes; Ethernet Ports: Yes; Wi-Fi: Yes; Bluetooth: Yes; Bluetooth Re-transmit for Bluetooth headphones: Yes; Voice Assistant Compatibility: Alexa / Google Voice Assistant / Apple HomePod; App for Smart Phones &amp; Tablets (iOS &amp; Android): Marantz AVR Remote App, HEOS; HEOS Multi-Room Integrated: Yes; HEOS Link Compatibility: IR/ IP: Yes / Yes; Multi-Room zones: 3; Zone Audio Source (HDMI / Opt, Coax / Network, USB / Analog): 2 Ch / 2 Ch / Yes / Yes; Zone Audio Output (Speaker / Preout): Yes / Yes; Zone HDMI Output from HDMI Source: Yes; Control Connectivity: IP Control / RS232 Control / Web Control / App Control; IR Flasher In: Yes; Marantz Remote Bus: Yes; DC Trigger Output: 3; HDMI Diagnostics: Yes; Front Display: 2 line FLD + port hole OLED; GUI Languages: 9; Setup Assistant: Yes; Smart Select on Remote: Yes; Firmware Update by Network / USB: Yes / Yes; ECO Mode: Yes; Auto Power off: Yes; Sleep Timer: Yes; Available Colors: Black/Silver-Gold; Metal Front Panel: Yes; System Remote Control: RC048SR; Power Consumption: 710 W; Power Consumption No-Sound (ECO on/off): 65 / 110 W; Standby Consumption: 0.2 W; CEC Standby Consumption: 0.5 W; Network Standby Consumption: Less than 2.0 W; Maximum Dimensions: ; Antenna Horizontal (W x D x H): 17.3"" x 7.3"" x 16.2""; Antenna Vertical (W x D x H): 17.3"" x 10"" x 16.2""; W/o Antenna (W x D x H): 17.3"" x 7.3"" x 15.8""; Weight: 33.3 lbs"
dLGDVDmEEI2lV8CArAXHXI,"","Onkyo","Personal Audio/Bluetooth Receivers and Transmitters","No description available","100W/ch (8ohms, 20Hz~20kHz, 0.08% THD, 2ch driven, FTC): ; Class AB Amplifier: ; 5Hz-100kHz (+1/-3dB): ; 9.2 ch Processing: ; 6 In / 2Out (eARC): ; 8K/4K Ultra HD: ; Dolby Vision, HDR10+, HDCP2.3,: ; HDMI2.1a VRR, QFT, ALLM, SBTM: ; 1 component, 2 composites: ; 6 RCA, 1RCA Phono: ; 1Opt, 1Coax: ; 9.2 ch preouts (2 Independent subwoofer outputs): ; Zone 2 Stereo RCA: ; Dolby Atmos, Dolby Surround: ; DTS:X, Neural:X: ; IMAX Enhanced: ; Roon Tested: ; Chromecast built-in: ; AirPlay 2: ; Spotify: ; Amazon Music HD: ; Tidal: ; Deezer: ; TuneIn: ; Wi-Fi/Bluetooth&reg;: ; Dirac Live&reg; Room Correction Full Bandwidth License Included: ; Optional Dirac Live&reg; Bass Control: ; Works with Sonos: w/Volume Pass-Through; THX&reg; Certified for Theater Reference Sound: ; Klipsch Optimized Mode: ; Product Dimension (W x H x D): 17.1"" x 7"" x 15.1""; Net Weight of product: 25.4 lbs."
dLGDVDmEEI2lV8CArAXHw4,"","Sony","Personal Audio/Bluetooth Receivers and Transmitters","No description available","Pure Direct: Yes; Speaker selector: A/B/A+B/OFF; Speaker terminal Type: Push; Analog Audio In: 4; Analog Stereo Mini Jack: 1; Phono (MM): 1; Analog audio out: 1; Headphone out: Yes (Gold); Bluetooth receiver: Yes; Front: 100W + 100W (8 ohms, 1kHZ, THD 1%); Number of amp. channels: 2ch (Supporting SpeakerA+B); Speaker impedance: 6 - 16 ohms; Front A: Yes; Front B: Yes; Front (Bass/Treble): Yes; Auto tuning: Yes; FM/AM: Yes (FM only); Preset channel (FM/AM): TTL30 (30/-); Station name: Yes; English (US) or English (GB): Yes; French or French (CA): Yes; Spanish or Spanish (LA): Yes; English (US) or English (GB): Yes; French or French (CA): Yes; Spanish or Spanish (LA): Yes; Sleep timer: Yes (up to 2 hours); Auto standby: Yes; Pin jack: Nickel; Power consumption: 200W; Power consumption (Power Stand By): 0.3W Bluetooth Standby: 1W; Power requirement: AC 120V 60Hz; Remote commander: RMT-AA400U; Receiver dimension (W x H x D): 17"" x 5 1/4"" x 11 1/4""; Receiver weight: 14 lbs. 13 oz"
dLGDVDmEEI2lV8CArAXIA0,"","Yamaha","Personal Audio/Bluetooth Receivers and Transmitters","No description available","70W per channel (8 ohms, 20Hz: 20kHz, 0.09% THD, 2ch driven); 100W per channel (8 ohms, 1kHz, 0.9% THD, 1ch driven): ; 145W per channel (6 ohms, 1kHz, 10% THD, 1ch driven): ; Mini Jack: 1; Analog audio: 2; Optical digital: 1; Coaxial digital: 2; USB: 1; HDMI terminals, HDCP 2.2 compatible: 4; Composite video (audio input assignable): 3; Headphone: 1; Subwoofer: 1; Speaker: 5-chm, monitor out (composite): 1; HDMI terminal (HDCP 2.2 compatible): 1; 0.3W (HDMI control off): ; 0.9W (HDMI control off): "
dLGDVDmEEI2lV8CArAcaQ0,"","iFi Audio","Personal Audio/Portable Dacs and Amps","No description available","DAC: Cirrus Logic CS43131; Bluetooth: Qualcomm QCC 5100; Wireless: Bluetooth 5.1 (AAC, SBC, aptX, aptX HD, aptX Adaptive, aptX LL, LDAC, LHDC/HWA Codec); Wired: USB-C (24.96); Balanced: 4.4mm; SE: 3.5mm; Balanced: 245mW @ 32&Omega;; 5.6v @ 600&Omega;; SE: 165mW @ 32&Omega;; 2.8V @ 600&Omega;; Balanced: &lt;1&Omega;; SE: &lt;1&Omega;; Balanced: 111dB(A) @ 0dBFS; SE: 116.5dB(A) @ 0dBFS; Balanced/SE: &gt;120dB(A); Balanced: &lt;0.009% @ (6.5mW/2.0V @ 600&Omega;); SE: &lt;0.03% @ (100mW/1.27v @ 16&Omega;)"
dLGDVDmEEI2lV8CArAcay4,"","iFi Audio","Personal Audio/Portable Dacs and Amps","No description available","Hi-Res Support: PCM 384; DSD256; Output Type: 4.4mm, 3.5mm; 4.4mm (RMS): 241mW @ 32&Omega;; 4V @ 300&Omega;; 3.5mm (RMS): 100mW @ 32&Omega;; 2V @ 300&Omega;; Output Impedance: 0.35&Omega; via 4.4mm; 0.7&Omega; via 3.5mm; SNR: 130dBA via 4.4mm; 125dBA via 3.5mm; DNR: 130dBA via 4.4mm; 125dBA via 3.5mm; THD+N: &le;0.0016% @ 32&Omega; 2.4V via 4.4mm; &le;0.0015% @ 32&Omega; 1.27V via 3.5mm; Digital Inputs USB-C: ; Headphone Outputs 1x Balanced 4.4mm; 1x S-Balanced 3.5mm: ; No Signal ~0.6W: ; Max Signal ~3.2W: "
